# NUMPAGES AverageAccessTime_ns
1 1.48700000000000000000
2 1.35200000000000000000
4 1.32000000000000000000
8 1.48500000000000000000
16 2.99300000000000000000
32 4.64500000000000000000
64 5.67000000000000000000
128 5.62100000000000000000
256 6.70400000000000000000
512 10.53900000000000000000
1024 11.93100000000000000000
2048 10.84400000000000000000
4096 9.76100000000000000000
